vehiculo_marca,vehiculo_modelo,vehiculo_tipo,vehiculo_traccion,vehiculo_id_motor,vehiculo_cilindrada,vehiculo_potencia,vehiculo_tipo_transmision,vehiculo_tipo_combustible,vehiculo_standard_emision,lca_numero,fecha_firma,ensayo_gei_numero,ensayo_gei_laboratorio,emision_CO2,consumo_urbano,consumo_extraurbano,consumo_mixto,id_etiqueta
SUZUKI,VITARA,RURAL 5 PUERTAS 2WD,4x2,SUZUKI M16A,1586,,MANUAL,NAFTA,EURO V,,24/06/2015,RDW-83R-0027134,RDW,220,7.48,5.22,6.05,
CHERY,S5X,BERLINA 4 PUERTAS CON PORTÓN TRASERO,4x2,CHERY SQR371F,998,51,MANUAL,NAFTA,,,5/5/2015,87-715/2017-191/14,TÜV Rheinland,210,7.5,5.3,6.1,
FAW,X40,RURAL 5 PUERTAS,4x2,FAW CA4GB16,1598,80,MANUAL,NAFTA,442,,15/08/2019,CST410761a Issue 1,VCA,150,7.5,5.6,6.3,
AUDI,Q2,SUV 4 PUERTAS CON PORTÓN TRASERO,4x2,AUDI DJKA,1395,110,AUTOMATICA,NAFTA,EURO VI,884,18/06/2021,AUA6303A,ATE - EL,140,7.5,5.3,6.1,
CITROËN / DS,DS 4,BERLINA 5 PUERTAS,4x2,CITROËN EP6FDTX (5GM),1598,,MANUAL,NAFTA,EURO VI b,,13/08/2018,15/06043,UTAC,137.7,7.6,5.0,5.9,
BMW,320i,SEDÁN 4 PUERTAS,4x2,BMW B48B20A,1998,135,MANUAL,NAFTA,EURO VI b,,10/11/2016,201535474,DEKRA,330,7.6,4.7,5.8,
BMW,X2 sDrive 18i,RURAL,4x2,BMW B38A15A,1499,,MANUAL,NAFTA,EURO VI c,,25/07/2018,201743657,DEKRA,143,7.6,5.6,6.3,
AUDI,A5 - A5 CABRIO,COUPÉ CONVERTIBLE 2 PUERTAS,4x2,AUDI DEMA / VALEO IST60S,1984,,AUTOMATICA,ELECTRICIDAD,154,,21/09/2018,AUA5387A,ATE-EL LUXEMBOURG,139,7.6,5.3,6.1,
SUZUKI,VITARA,RURAL,4x4,SUZUKI K14C,1373,103,MANUAL,NAFTA,398,,19/06/2019,RDW-83R-0032634 EXT 2,RDW,138,7.6,4.9,5.9,
KIA,PICANTO,SEDÁN 5 PUERTAS,4x2,HYUNDAI O KIA G4LA-5 O G4LA,1248,61.8,MANUAL,NAFTA,EURO V,,9/10/2017,83-V039-47965-59,TÜV Rheinland,135,7.6,4.7,5.8,
CHEVROLET,ONIX 1.0T,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET L4F (1.0L T PFI E0 L4F),1000,85,MANUAL,NAFTA,486,,5/9/2019,CPLE-106/2019 Rev.1,GENERAL MOTORS DO BRASIL LTDA.,131.39,7.61,4.51,5.63,
RENAULT,MEGANE 1.2 16V,SEDÁN 5 PUERTAS,4x2,RENAULT H5F F4,1197,,MANUAL,NAFTA,EURO VI b,,4/4/2019,18/05457,UTAC,140.0,7.7,5.0,6.0,
DS,DS 3 CROSSBACK,FAMILIAR 5 PUERTAS,4x2,PSA EB2DT (HNJ) NAFTA,1199,114,AUTOMATICA,NAFTA,423,,31/07/2019,19/04919,UTAC,138.9,7.7,5.2,6.1,
SUZUKI,JIMNY,RURAL,4x4,SUZUKI K15B,1462,,MANUAL,NAFTA,EURO V,,28/03/2019,RDW-83R-0069144,RDW,146,7.7,5.7,6.4,
BMW,220i,CONVERTIBLE,4x2,BMW B48B20A,1998,135,MANUAL,NAFTA,EURO VI b,,13/09/2016,201638653,DEKRA,140,7.7,5.2,6.1,
AUDI,A4,SEDÁN 4 PUERTAS,4x2,AUDI DEMA / VALEO IST60S,1984,,AUTOMATICA,ELECTRICIDAD,160,,1/10/2018,AUA5402A,ATE-EL LUXEMBOURG,135,7.7,5.0,6.0,
AUDI,A5 - A5 SPORTBACK,SEDÁN 4 PUERTAS CON PORTÓN TRASERO,4x2,AUDI DEMA / VALEO IST60S,1984,,AUTOMATICA,ELECTRICIDAD,160,,1/10/2018,AUA5402A,ATE-EL LUXEMBOURG,135,7.7,5.0,6.0,
AUDI,A5 - A5 COUPE,COUPÉ 2 PUERTAS,4x2,AUDI DEMA / VALEO IST60S,1984,,AUTOMATICA,ELECTRICIDAD,160,,1/10/2018,AUA5402A,ATE-EL LUXEMBOURG,134,7.7,4.9,5.9,
TOYOTA,RAV4,SUV,4x2,TOYOTA M20A-FKS,1987,,MANUAL,NAFTA,EURO V,,17/04/2019,H1860672452/023,VINÇOTTE nv,148.6,7.78,5.79,6.5,
KIA,SELTOS,RURAL,4x2,HYUNDAI o KIA G4LD-5 o G4LD,1353,103,AUTOMATICA,NAFTA,EURO V,902,3/8/2021,KR19080214,IDIADA,148.2,7.8,5.71,6.48,
NISSAN,FRONTIER o NP300 FRONTIER,PICK UP,4x4,RENAULT YS23 266 o YS23,2298,,AUTOMATICA,GAS OIL,EURO V,,25/01/2019,PC18070194,IDIADA,181,7.8,6.3,6.9,
RENAULT,ALASKAN 2.3 160 HP 4x4 MT,CAMIONETA 4 PUERTAS,4x4,RENAULT YS23 266,2298,,AUTOMATICA,GAS OIL,EURO V,,27/02/2019,PC18070198,IDIADA,181,7.8,6.3,6.9,
NISSAN,FRONTIER o NP300 FRONTIER,PICK UP,4x2,RENAULT YS23 266 o YS23,2298,,AUTOMATICA,GAS OIL,EURO V,,25/01/2019,PC18070192,IDIADA,177,7.8,6.1,6.7,
RENAULT,ALASKAN 2.3 160 HP 4x2 MT,CAMIONETA 4 PUERTAS,4x2,RENAULT YS23 266,2298,,AUTOMATICA,GAS OIL,EURO V,,27/02/2019,PC18070196,IDIADA,177,7.8,6.1,6.7,
NISSAN,FRONTIER o NP300 FRONTIER,PICK UP,4x2,RENAULT YS23 260 o YS23,2298,,MANUAL,GAS OIL,EURO V,,31/08/2018,PC18040172,IDIADA,176,7.8,6.1,6.7,
RENAULT,ALASKAN 2.3 190 HP,CAMIONETA 4 PUERTAS,4x2,RENAULT YS23 260,2298,,MANUAL,GAS OIL,EURO V,,15/08/2018,PC18040247,IDIADA,176,7.8,6.1,6.7,
CHEVROLET,TRACKER 1.2T,SUV 4 PUERTAS CON PORTÓN TRASERO,4x2,CHEVROLET 1.2L T PFI (L4H),1199,97,MANUAL,NAFTA,EURO V,573,10/1/2020,61GMY0061A,ATE EL,140,7.8,5.0,6.0,
AUDI,A4 - A4 AVANT,RURAL 4 PUERTAS CON PORTÓN TRASERO,4x2,AUDI DEMA / VALEO IST60S,1984,,AUTOMATICA,ELECTRICIDAD,160,,1/10/2018,AUA5402A,ATE-EL LUXEMBOURG,139,7.8,5.1,6.1,
CHEVROLET,ONIX PLUS 1.0T,SEDÁN 4 PUERTAS CON BAÚL TRASERO NB,4x2,CHEVROLET L4F (1.0L T PFI E0 L4F),1000,85,MANUAL,NAFTA,494,,17/09/2019,CPLE-107/2019 Rev.1,GENERAL MOTORS DO BRASIL LTDA.,132.05,7.81,4.46,5.69,
FIAT,PULSE DRIVE AT,SUV,4x2,FIAT 55282059,1332,74,MANUAL,NAFTA,EURO V,896,26/07/2021,3210757,FCA CHRYSLER AUTOMOVEIS BRASIL,142,7.84,5.1,6.11,
HONDA,FIT,SEDÁN 5 PUERTAS,4x2,HONDA L15ZA,1496,,MANUAL,NAFTA,EURO V,,31/01/2018,T02 BST402848 02,VCA,142.92,7.86,5.12,6.13,
TOYOTA,YARIS,SEDÁN 4/5 PUERTAS,4x2,TOYOTA 2NR-FE,1496,,MANUAL,NAFTA,EURO V,,6/2/2018,H1760615689/277 TR,VINÇOTTE nv,143.1,7.88,5.14,6.15,
SUZUKI,VITARA,RURAL 5 PUERTAS 4WD,4x4,SUZUKI M16A,1586,,MANUAL,NAFTA,EURO V,,24/06/2015,RDW-83R-0027135,RDW,200,7.88,5.51,6.38,
MERCEDES-BENZ,SLC 300,CONVERTIBLE,4x2,MERCEDES-BENZ 274.920,1991,,MANUAL,NAFTA,EURO VI b,,13/03/2018,42.04.1314.04,TÜV NORD Mobilität,147.1,7.9,5.3,6.3,
HYUNDAI,TUCSON,SUV,4x2,HYUNDAI D4HA,1995,,MANUAL,GAS OIL,EURO V,,20/11/2015,VSQ316435,VCA,300,7.9,5.1,6.1,
LAND ROVER,RANGE ROVER SPORT,RURAL 4/5 PUERTAS,4x4,FORD 306DT,2993,,MANUAL,GAS OIL,EURO VI b,,16/05/2018,ESQ317814,VCA,185,7.9,6.4,7.0,
BMW,Z4 sDrive 30i ,CONVERTIBLE,4x2,BMW B48B20B,1998,190,MANUAL,NAFTA,EURO VI c,,25/04/2019,201845261,DEKRA,149,7.9,5.7,6.5,
BMW,330i,SEEDÁN 4 PUERTAS,4x2,BMW B48B20B,1998,,MANUAL,NAFTA,EURO VI c,,3/4/2019,201845472,DEKRA,147,7.9,5.6,6.4,
HONDA,FIT,SEDÁN 5 PUERTAS,4x2,HONDA L15ZA,1496,88,AUTOMATICA,NAFTA,403,,22/07/2019,T02 BST402848 02 01,VCA,143,7.9,5.1,6.1,
AUDI,A5 - A5 CABRIO,COUPÉ CONVERTIBLE 2 PUERTAS,4x2,AUDI DEMA / VALEO IST60S,1984,,AUTOMATICA,ELECTRICIDAD,160,,1/10/2018,AUA5402A,ATE-EL LUXEMBOURG,140,7.9,5.2,6.2,
SUZUKI,VITARA,RURAL,4x4,SUZUKI K14C,1373,103,MANUAL,NAFTA,EURO V,,6/5/2019,E4-101R-010962,RDW,145,7.91,5.2,6.2,
CITROËN,DS3,BERLINA 3 PUERTAS,4x2,CITROËN EP6C (5FS) ,1598,,MANUAL,NAFTA,EURO V,,1/10/2012,09/02572,UTAC,141.2,8.0,4.9,6.0,
NISSAN,FRONTIER o NP300 FRONTIER,PICK UP,4x4,RENAULT YS23 260 o YS23,2298,,MANUAL,GAS OIL,EURO V,,31/08/2018,PC18040171,IDIADA,184,8.0,6.4,7.0,
RENAULT,ALASKAN 2.3 190 HP 4x4 MT,CAMIONETA 4 PUERTAS,4x4,RENAULT YS23 260,2298,,MANUAL,GAS OIL,EURO V,,17/08/2018,PC18040248,IDIADA,184,8.0,6.4,7.0,
BMW,X1 xDrive 25i,RURAL,4x4,BMW B48A20B,1998,,MANUAL,NAFTA,EURO VI c,,13/03/2018,201742421,DEKRA,151,8.0,5.9,6.6,
MINI,COOPER S,SEDÁN 3 PUERTAS,4x2,MINI B48A20A,1998,,MANUAL,NAFTA,EURO VI c,,31/08/2018,201742589,DEKRA,144,8.0,5.3,6.3,
HYUNDAI,SANTA FE HTRAC 2.2D,RURAL 5 PUERTAS -- TODOTERRENO,4x4,HYUNDAI D4HB,2199,,AUTOMATICA,GAS OIL,EURO V,,6/12/2018,KR18050097,IDIADA,168.86,8.02,5.47,6.41,
FIAT,UNO DRIVE 1.3 GSE,BERLINA,4x2,FIAT 55282059,1332,,MANUAL,NAFTA,EURO V,,24/07/2018,3180064,FIAT AUTOMOVEIS S.A.,146.42,8.05,5.34,6.34,
FIAT,UNO SPORTING 1.3 GSE,BERLINA,4x2,FIAT 55282059,1332,,MANUAL,NAFTA,EURO V,,24/07/2018,3180064,FIAT AUTOMOVEIS S.A.,146.42,8.05,5.34,6.34,
FIAT,UNO WAY 1.3 GSE,BERLINA,4x2,FIAT 55282059,1332,,MANUAL,NAFTA,EURO V,,24/07/2018,3180064,FIAT AUTOMOVEIS S.A.,146.42,8.05,5.34,6.34,
LEXUS,LS500H,SEDÁN 4 PUERTAS,4x2,TOYOTA: 8GR-FXS / 2NM,3456,,AUTOMATICA,ELECTRICIDAD,213,,9/1/2019,H1760614850/042,VINÇOTTE nv,156.0,8.08,6.46,6.85,
LEXUS,LS500H,SEDÁN 4 PUERTAS,4x2,TOYOTA: 8GR-FXS / 2NM,3456,,AUTOMATICA,ELECTRICIDAD,213,,,H1960738528/472,VINÇOTTE nv,156.0,8.08,6.46,6.85,
PEUGEOT,308,BERLINA 5 PUERTAS,4x2,PEUGEOT EP6FDTR (5GN/5GP),1598,,MANUAL,NAFTA,EURO VI b,,21/04/2016,15/01222,UTAC,220,8.1,4.9,6.0,
NISSAN,KICKS,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,88,MANUAL,NAFTA,EURO V,,20/05/2019,LC 0060 311 19,LUXCONTROL S.A.,154,8.1,5.6,6.7,
NISSAN,KICKS,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,88,MANUAL,NAFTA,EURO V,,3/2/2021,LC 0060 775 20,LUXCONTROL S.A.,154,8.1,5.6,6.7,
MINI,COOPER S,SEDÁN 5 PUERTAS,4x2,MINI B48A20A,1998,,MANUAL,NAFTA,EURO VI c,,31/08/2018,201742589,DEKRA,147,8.1,5.5,6.4,
FIAT,CRONOS DRIVE 1.3,BERLINA,4x2,FIAT 55282059,1332,,MANUAL,NAFTA,EURO V,,10/10/2017,10481,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,147.65,8.10,5.29,6.33,
HYUNDAI,GRAND i10,SEDÁN 5 PUERTAS,4x2,HYUNDAI G4LA,1248,,AUTOMATICA,NAFTA,EURO V,,31/01/2017,KR14040132,IDIADA,200,8.11,5.46,6.44,
HYUNDAI,TUCSON,RURAL 5 PUERTAS,4x4,4x2 / 4x4,3000,1995,AUTOMATICA,GAS OIL,EURO V,,254,20/03/2019,83-V039-55185-191,168.27,8.12,5.39,6.39,
FIAT,ARGO DRIVE 1.3 ,BERLINA,4x2,FIAT 55282059,1332,,MANUAL,NAFTA,EURO V,,24/10/2017,10268,FCA FIAT CHRYSLER AUTOMÓVEIS BRASIL LTDA.,148.42,8.13,5.32,6.36,
FORD,KA,SEDÁN 4 / 5 PUERTAS,4x2,FORD 1.5L Dragon Ti-VCT,1496,90.5,MANUAL,NAFTA,EURO V,,6/7/2018,TPG142416,FORD MOTR COMPANY,150.06,8.18,5.44,6.45,
HONDA,WR-V,SEDÁN 5 PUERTAS,4x2,HONDA L15Z9,1.496,88,MANUAL,NAFTA,EURO V,,17/05/2019,T02 BSS360549 00 Issue 1,VCA,154.28,8.2,5.7,6.62,
HONDA,WR-V,SEDÁN 5 PUERTAS,4x2,HONDA L15Z9,1.496,88,MANUAL,NAFTA,EURO V,,1/2/2021,T02 BSV480729 01,VCA,154.28,8.2,5.7,6.62,
VOLKSWAGEN,BEETLE,COUPÉ 2 PUERTAS,4x2,4x2,3000,1390,AUTOMATICA,NAFTA,EURO V,,495,17/09/2019,11.06.1876.02,152.9,8.2,5.7,6.6,
CITROËN,DS3,BERLINA 3 PUERTAS,4x2,CITROËN EP6CDT (5FV),1598,,MANUAL,NAFTA,EURO V,,21/12/2011,11/02413,UTAC,140.8,8.2,4.7,6.0,
HYUNDAI,TUCSON,SUV,4x4,HYUNDAI D4HA,1995,,MANUAL,GAS OIL,EURO V,,20/11/2015,VSQ316435,VCA,220,8.2,5.4,6.4,
FORD,RANGER,PICK UP,4x4,4x2,4000,,MANUAL,GAS OIL,EURO V,,,303,23/04/2019,188,8.2,6.5,7,
FORD,RANGER,PICK UP,4x4,4x2,1200,,MANUAL,GAS OIL,EURO V,,,303,7/9/2021,188,8.2,6.5,7,
SUZUKI,JIMNY,RURAL,4x2, 4x4,4000,1462,AUTOMATICA,NAFTA,EURO V,,251,20/03/2019,RDW-83R-0069145,158,8.2,6.1,6.9,
HONDA,WR-V,SEDÁN 5 PUERTAS,4x2,HONDA L15Z9,1496,,MANUAL,NAFTA,EURO V,,13/08/2018,T02 BSS360549 00,VCA,154,8.2,5.7,6.6,
HONDA,HR-V,BERLINA 4 PUERTAS CON PORTÓN TRASERO,4x2,HONDA R18ZB,1799,,MANUAL,NAFTA,EURO V,,3/9/2018,H1860552835/067,VINÇOTTE nv,151,8.2,5.5,6.5,
VOLKSWAGEN,T-CROSS,HATCHBACK 4 PUERTAS CON PORTÓN TRASERO,4x2,VOLKSWAGEN DRP,999,70,MANUAL,NAFTA,EURO VI,901,29/07/2021,BR21060007,IDIADA,149,8.2,5.2,6.3,
HONDA,CIVIC,SEEDÁN 4 PUERTAS,4x2,HONDA L15B7,1498,,MANUAL,NAFTA,EURO V,,18/08/2016,T02 BSR345745 00,VCA,120,8.2,4.9,6.1,
CHEVROLET,CRUZE 1.4,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET LE2 / A14XFT ,1399,112,MANUAL,NAFTA,EURO V,,28/05/2019,KR19010235,IDIADA,152,8.23,5.58,6.56,
CHEVROLET,CRUZE 1.4,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET LE2 / A14XFT ,1399,112,MANUAL,NAFTA,EURO V,,18/01/2021,KR20010109,IDIADA,152,8.23,5.58,6.56,
HYUNDAI,KONA,TODOTERRENO,4x4,HYUNDAI G4FJ,1591,,MANUAL,NAFTA,EURO V,,6/9/2018,RDW-715/2007-0056523,RDW,157.42,8.24,6.11,6.89,
CHEVROLET,CRUZE,SEDÁN 4 PUERTAS CON TAPA BAÚL NB,4x2,CHEVROLET LE2 / A14XFT,1399,112,MANUAL,NAFTA,EURO V,,20/05/2019,KR19010233,IDIADA,148.7,8.25,5.33,6.41,
CHEVROLET,CRUZE 1.4 TRANSMISIÓN AUTOMATICA,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET LE2 / A14XFT ,1399,112,MANUAL,NAFTA,EURO V,,28/05/2019,KR19010236,IDIADA,156.1,8.26,5.84,6.73,
CHEVROLET,CRUZE 1.4 TRANSMISIÓN AUTOMATICA,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET LE2 / A14XFT ,1399,112,MANUAL,NAFTA,EURO V,,16/12/2020,KR20100171,IDIADA,156.1,8.26,5.84,6,
BMW,530i,SEDÁN 4 PUERTAS,4x2,BMW B48B20B,1998,,AUTOMATICA,NAFTA,EURO VI c,,6/12/2018,201844325,DEKRA,156,8.3,6.0,6.8,
NISSAN,KICKS,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,88,MANUAL,NAFTA,EURO V,,17/09/2021,LC 0060 492 21,LUXCONTROL S.A.,154,8.3,5.7,6.7,
MINI,COOPER S,CONVERTIBLE,4x2,MINI B48A20F,1998,,MANUAL,NAFTA,EURO VI c,,31/08/2018,201742634,DEKRA,150,8.3,5.6,6.6,
CHEVROLET,TRACKER 1.2T,SUV 4 PUERTAS CON PORTÓN TRASERO,4x2,CHEVROLET 1.2L T PFI (L4H),1199,97,MANUAL,NAFTA,EURO V,573,20/04/2021,61GMY0068A,ATE EL,145,8.3,5.0,6.2,
MERCEDES-BENZ,GLA 200,FAMILIAR,4x2,MERCEDES-BENZ 282.914,1332,120,AUTOMATICA,NAFTA,EURO VI,651,2/4/2020,42.04.1452.01,TÜV NORD,142,8.3,5.1,6.3,
JAC,X200,CAMIÓN,4x2,JAC HFC4DB2.1D,1999,,MANUAL,GAS OIL,EURO V,,21/06/2018,CSR325069,VCA,266.0,8.30,12.95,10.02,10.02
CHEVROLET,CRUZE,SEDÁN 4 PUERTAS CON TAPA BAÚL NB,4x2,CHEVROLET LE2 / A14XFT,1399,112,MANUAL,NAFTA,EURO V,,12/1/2021,KR20100168,IDIADA,149.1,8.31,5.35,6.47,
FORD,ECOSPORT,SUV 5 PUERTAS,4x2,FORD 1.5 L DRAGON PFI TiVCT o  1.5 L DRAGON PFI TiCT,1497,,AUTOMATICA,NAFTA,EURO V,,18/02/2019,SESE 1933/2018,FORD MOTOR COMPANY BRASIL,149.66,8.32,5.34,6.44,
CHEVROLET,CRUZE,SEDÁN 4 PUERTAS CON BAÚL TRASERO NB,4x2,CHEVROLET LE2 / A14XFT,1399,112,MANUAL,NAFTA,EURO V,,22/05/2019,KR19010234,IDIADA,152.4,8.33,5.56,6.56,
JEEP,COMPASS SPORT 1.3 AT6,SUV,4x2,FIAT 46348733,1332,129,AUTOMATICA,NAFTA,EURO V,855,6/4/2021,6210078,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,162.09,8.34,6.14,6.94,
VOLKSWAGEN,VENTO,SEDÁN 4 PUERTAS,4x2,VOLKSWAGEN CZDA,1395,,MANUAL,NAFTA,EURO V,,7/8/2018,CAE-17-2347 C2,CENTRO DE ANÁLISIS DE EMISIONES DE VW DE MÉXICO,142,8.34,4.86,6.16,
FIAT,ARGO TREKKING 1.3,BERLINA,4x2,FIAT 55282059,1332,72.8,MANUAL,NAFTA,429,,1/8/2019,2190692,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,151.75,8.39,5.49,6.56,
RENAULT,MEGANE RS 1.8 I6v,SEDÁN 5 PUERTAS,4x2,RENAULT M5P M4,1798,205,MANUAL,NAFTA,EURO VI b,,,17/05458,UTAC,157.1,8.4,6.0,7.0,
VOLKSWAGEN,TIGUAN – TIGUAN LWB,SUV – CROSSOVER 4 PUERTAS CON PORTÓN TRASERO,4x4,VOLKSWAGEN DBGC,1968,,MANUAL,GAS OIL,EURO V,,16/05/2018,42.06.953.01,TÜV NORD Mobilität,152.0,8.4,5.9,6.8,
LAND ROVER,DEFENDER,STATION WAGON 3 y 5 PUERTAS,4x4,LAND ROVER 204DTA,1999,147 / 177,AUTOMATICA,GAS OIL,EURO V,879,4/6/2021,GB20060027,IDIADA,202,8.4,7.3,7.6,
FAW,ACTIS T80,CHASIS CON CABINA DOBLE,4x2,FAW CA4GX15,1495,72,MANUAL,NAFTA,EURO V,,13/11/2017,04701-CCC2019QTRWT229741,CHANGCHUN AUTOMOBILE TEST CENTER,161,8.4,5.7,6.7,
NISSAN,KICKS,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,88,MANUAL,NAFTA,EURO V,,21/05/2019,LC 0060 313 19,LUXCONTROL S.A.,150,8.4,5.3,6.4,
NISSAN,KICKS,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,88,MANUAL,NAFTA,EURO V,,3/2/2021,LC 0060 313 19,LUXCONTROL S.A.,150,8.4,5.3,6.4,
NISSAN,KICKS,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,88,MANUAL,NAFTA,EURO V,,17/09/2021,LC 0060 490 21,LUXCONTROL S.A.,150,8.4,5.3,6.4,
FIAT,PULSE MT,SUV,4x2,FIAT 55282059,1332,74,MANUAL,NAFTA,EURO V,893,26/07/2021,2210539,FCA CHRYSLER AUTOMOVEIS BRASIL,147.77,8.42,5.1,6.33,
CHEVROLET,ONIX PLUS 1.0T,SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB,4x2,CHEVROLET L4F (1.0L T PFI E0 L4F),1000,85,AUTOMATICA,NAFTA,EURO V,496,18/09/2019,CPLE-105/2019 Rev.1,GENERAL MOTORS DO BRASIL LTDA.,142.57,8.42,4.78,6.12,
CHEVROLET,CRUZE,SEDÁN 4 PUERTAS CON BAÚL TRASERO NB,4x2,CHEVROLET LE2 / A14XFT,1399,112,MANUAL,NAFTA,EURO V,,12/1/2021,KR20100169,IDIADA,154.4,8.44,5.63,6.67,
CHEVROLET,ONIX PLUS 1.0T,SEDÁN 4 PUERTAS CON BAÚL TRASERO NB,4x2,CHEVROLET L4F (1.0L T PFI E0 L4F) ,1000,85,AUTOMATICA,NAFTA,EURO V,510,11/10/2019,CPLE-108/2019 Rev.2,GENERAL MOTORS DO BRASIL LTDA.,138.78,8.44,4.53,5.96,
JEEP,COMPASS LONGITUDE 1.3 AT6. COMPASS LIMITED 1.3 AT6,SUV,4x2,FIAT 46348733,1332,129,AUTOMATICA,NAFTA,EURO V,854,6/4/2021,6210047,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,167.99,8.46,6.47,7.2,
VOLKSWAGEN,TOUAREG,SUV – CROSSOVER 4 PUERTAS CON PORTÓN TRASERO,4x4,VOLKSWAGEN CVMC,2967,190,MANUAL,GAS OIL,476,,27/08/2019,42.06.1022.00,TÜV NORD Mobilität,194,8.5,6.7,7.4,
FAW,ACTIS T80,CHASIS CON CABINA SIMPLE,4x2,FAW CA4GX15,1495,72,MANUAL,NAFTA,EURO V,,13/11/2017,04701-CCC2019QTRWT230741,CHANGCHUN AUTOMOBILE TEST CENTER,166,8.5,6.0,6.9,
FAW,ACTIS V80,MINIBUS - FURGÓN,4x2,FAW CA4GX15,1495,72,MANUAL,NAFTA,EURO V,,5/12/2017,88-R101-515/14-00,TÜV Rheinland,163,8.5,6.1,7.0,
MINI,JOHN COOPER WORKS,CONVERTIBLE,4x2,MINI B48A20B,1998,,MANUAL,NAFTA,EURO VI c,,31/08/2018,201742506,DEKRA,144,8.5,5.8,6.8,
MERCEDES-BENZ,C 200,SEDÁN 4 PUERTAS,4x2,MERCEDES-BENZ 264.915,1497,,AUTOMATICA,NAFTA,EURO VI,,18/12/2018,42.04.1427.00,TÜV NORD Mobilität,138.4,8.6,5.3,6.6,
SUBARU,FORESTER,RURAL,4x4,SUBARU FB20,1995,,AUTOMATICA,NAFTA,EURO V,,18/12/2018,LC 0050 070 18,LUXCONTROL S.A.,162,8.6,6.0,7.0,
MINI,JOHN COOPER WORKS,SEDÁN 3 PUERTAS,4x2,MINI B48A20B,1998,,MANUAL,NAFTA,EURO VI c,,31/08/2018,201742506,DEKRA,157,8.6,5.9,6.9,
VOLKSWAGEN,VIRTUS,SEDÁN 4 PUERTAS,4x2,VOLKSWAGEN CWS,1598,81,MANUAL,NAFTA,EURO V,834,24/02/2021,BR19100035,IDIADA,156,8.6,5.6,6.7,
NISSAN,MARCH,SEDÁN 5 PUERTAS,4x2,NISSAN HR16,1598,79,MANUAL,NAFTA,EURO V,,,LC 0061 B31 18,LUXCONTROL S.A.,151,8.6,5.3,6.5,
MERCEDES-BENZ,GLB 200,FAMILIAR,4x2,MERCEDES-BENZ 282.914,1332,120,AUTOMATICA,NAFTA,EURO VI,651,2/4/2020,42.04.1452.01,TÜV NORD,150,8.6,5.3,6.6,
JEEP,COMMANDER LIM T270. COMMANDER OVR T270,SUV,4x2,FIAT 46348733,1332,129,AUTOMATICA,NAFTA,EURO V,891,21/07/2021,5210506,FCA CHRYSLER AUTOMOVEIS BRASIL,167.36,8.64,6.15,7.07,
PEUGEOT / CITROËN,301 / C-ELYSÉE ,BERLINA 4 PUERTAS,4x2,PEUGEOT / CITROËN EC5 (NFP) ,1587,,MANUAL,NAFTA,EURO VI b,,12/8/2016, 15/0777,UTAC,150.0,8.7,5.0,6.4,
MERCEDES-BENZ,A 250,FAMILIAR,4x2,MERCEDES-BENZ 260.920,1991,,AUTOMATICA,NAFTA,EURO VI b,,21/09/2018,42.04.544.00,TÜV NORD Mobilität,144.5,8.7,5.2,6.5,
HYUNDAI,CRETA (ix25),SUV,4x2,HYUNDAI G4FG,1591,,MANUAL,NAFTA,EURO V,,1/4/2016,KR15060114,IDIADA,210,8.7,5.6,6.7,
HONDA,CR-V,RURAL,4x4,HONDA L15BE,1498,,MANUAL,NAFTA,EURO V,,9/8/2017,H1760552835/004,VINÇOTTE nv,161,8.7,5.8,6.9,
MINI,JOHN COOPER WORKS,CONVERTIBLE,4x2,MINI B48A20B,1998,,MANUAL,NAFTA,EURO VI c,,31/08/2018,201742506,DEKRA,159,8.7,5.9,7.0,
FORD,ECOSPORT,SUV,4x2,FORD 1.5L DRAGON PFI TiVCT (XZJD),1496,90.5,MANUAL,NAFTA,EURO V,816,10/2/2021,TR02 USP297051 ,INTA,152.3,8.74,5.34,6.59,
FORD,ECOSPORT,SUV,4x2,FORD 1.5L DRAGON PFI TiVCT (XZJD),1496,90.5,MANUAL,NAFTA,EURO V,816,,17-101000000-0523 Ext.8,INTA,152.3,8.74,5.34,6.60,
