"351266,""Comuna 7"",""FLORES"",-34.627983,-58.459866,""2018-11-03"",""12:30:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"351606,""Comuna 7"",""FLORES"",-34.626697,-58.456569,""2018-11-03"",""11:03:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"351655,""Comuna 7"",""FLORES"",-34.628123,-58.456031,""2018-11-03"",""15:43:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"351656,""Comuna 7"",""FLORES"",-34.628123,-58.456031,""2018-11-03"",""16:09:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"352929,""Comuna 8"",""VILLA LUGANO"",-34.676919,-58.473687,""2018-11-03"",""20:33:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"354969,""Comuna 8"",""VILLA RIACHUELO"",-34.695957,-58.467588,""2018-11-03"",""22:33:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Robo (Con violencia)"",0,0"
"248261,""Comuna 9"",""LINIERS"",-34.638899,-58.526465,""2018-11-03"",""15:11:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Hurto (Sin violencia)"",0,0"
"248386,""Comuna 10"",""VERSALLES"",-34.630137,-58.525001,""2018-11-03"",""23:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Hurto (Sin violencia)"",0,0"
"248462,""Comuna 10"",""VERSALLES"",-34.628437,-58.524145,""2018-11-03"",""20:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Hurto (Sin violencia)"",0,0"
"248701,""Comuna 11"",""VILLA DEVOTO"",-34.599445,-58.521435,""2018-11-03"",""23:30:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Hurto (Sin violencia)"",0,0"
"250414,""Comuna 10"",""VILLA LURO"",-34.642315,-58.506844,""2018-11-03"",""22:00:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Hurto (Sin violencia)"",0,0"
"250872,""Comuna 10"",""MONTE CASTRO"",-34.61778,-58.504412,""2018-11-03"",""10:35:00"",""SIN USO DE ARMA"",""SIN MOTO"",,,""Hurto Automotor"",0,0"
